rule,length,size,mean_residual,delta_from_global,q_residual,n_predicates,n_operators,depth,n_splits,precision_penalty,n_terms,degree,n_tokens,complexity,I_inv,I_exp,expressiveness,pareto,score,q_perm,p_value
weight > 2155 AND model > 79 AND cylinders > 4,3,14,6.986206285714295,5.912564454056003,7.697194268519074,1,3,0,0,0.0,0,0,0,4.0,0.2,0.06081006262521797,1.0,True,0.684154124088362,7.697194268519074,0.000999000999000999
horsepower > 72 AND model > 79 AND displacement > 163.2,3,11,7.708708090909118,6.635066259250826,7.656568082218864,1,3,0,0,0.1,0,0,0,4.0,0.2,0.06081006262521797,1.0,False,0.6823462351137978,7.656568082218864,0.000999000999000999
model > 80 AND cylinders > 4 AND displacement > 181,3,6,9.759407166666673,8.685765335008382,7.402463230129194,1,3,0,0,0.0,0,0,0,4.0,0.2,0.06081006262521797,1.0,False,0.6709279041782579,7.402463230129194,0.001998001998001998
horsepower > 72 AND model > 79 AND cylinders > 4,3,13,6.953243000000029,5.879601168341737,7.37585016126673,1,3,0,0,0.0,0,0,0,4.0,0.2,0.06081006262521797,1.0,False,0.6697207703370517,7.37585016126673,0.000999000999000999
model > 80 AND cylinders > 4 AND acceleration > 13.8,3,8,7.909177500000018,6.835535668341726,6.726824374678576,1,3,0,0,0.1,0,0,0,4.0,0.2,0.06081006262521797,1.0,False,0.6395769003748079,6.726824374678576,0.000999000999000999
model > 80 AND weight > 2310 AND displacement > 173,3,7,8.373162714285721,7.299520882627429,6.719483892469685,1,3,0,0,0.0,0,0,0,4.0,0.2,0.06081006262521797,1.0,False,0.6392278438164478,6.719483892469685,0.001998001998001998
weight > 2581 AND model > 79 AND displacement > 151,3,14,6.189262785714301,5.115620954056009,6.659703854976873,1,3,0,0,0.0,0,0,0,4.0,0.2,0.06081006262521797,1.0,False,0.6363780389725506,6.659703854976873,0.000999000999000999
model > 80 AND cylinders > 4 AND weight > 2945,3,6,8.627711333333357,7.554069501675065,6.437972886350845,1,3,0,0,0.0,0,0,0,4.0,0.2,0.06081006262521797,1.0,False,0.625694441719319,6.437972886350845,0.001998001998001998
model > 80 AND cylinders > 4 AND acceleration > 15.8,3,6,8.607733833333361,7.534092001675069,6.420947016611557,1,3,0,0,0.1,0,0,0,4.0,0.2,0.06081006262521797,1.0,False,0.6248665379049796,6.420947016611557,0.001998001998001998
weight > 2581 AND model > 79 AND displacement > 179.4,3,8,7.564912499999998,6.4912706683417065,6.388034511570356,1,3,0,0,0.1,0,0,0,4.0,0.2,0.06081006262521797,1.0,False,0.6232630092510281,6.388034511570356,0.000999000999000999
acceleration <= 17.76 AND model > 79 AND cylinders > 4,3,10,7.918830800000021,6.845188968341729,7.53143935904883,1,4,0,0,0.01,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.4768959656435963,7.53143935904883,0.000999000999000999
cylinders > 4 AND model > 78 AND weight <= 3160,3,13,6.6464070769230785,5.572765245264787,6.990930210421178,1,4,0,0,0.0,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.4594646885700337,6.990930210421178,0.000999000999000999
weight <= 3085 AND model > 78.8 AND cylinders > 4,3,12,6.811834249999993,5.7381924183417015,6.916052354123986,1,4,0,0,0.1,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.4569974668488989,6.916052354123986,0.000999000999000999
acceleration <= 14.8 AND model > 79 AND horsepower > 96,3,8,8.042225874999989,6.968584043341697,6.857756769063741,1,4,0,0,0.1,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.4550673692679117,6.857756769063741,0.000999000999000999
acceleration <= 17.76 AND model > 79 AND displacement > 151,3,12,6.675592416666678,5.601950585008386,6.751844606551215,1,4,0,0,0.01,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.4515396332460089,6.751844606551215,0.000999000999000999
