rule,length,size,mean_residual,delta_from_global,q_residual,n_predicates,n_operators,depth,n_splits,precision_penalty,n_terms,degree,n_tokens,complexity,I_inv,I_exp,expressiveness,pareto,score,q_perm,p_value,language,leaf_id,q_signed,expr,operator,threshold,n_ops,dataset
weight <= 3085 AND model > 78.8 AND cylinders > 4,3,12,6.811834249999993,5.7381924183417015,6.916052354123986,1,4,0,0,0.1,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.4569974668488989,6.916052354123986,0.0009990009990009,L_conj,,,,,,,auto-mpg
acceleration <= 14.8 AND model > 79 AND horsepower > 96,3,8,8.042225874999989,6.968584043341697,6.857756769063741,1,4,0,0,0.1,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.4550673692679117,6.857756769063741,0.0009990009990009,L_conj,,,,,,,auto-mpg
acceleration <= 17.76 AND model > 79 AND displacement > 151,3,12,6.675592416666678,5.601950585008386,6.751844606551215,1,4,0,0,0.01,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.4515396332460089,6.751844606551215,0.0009990009990009,L_conj,,,,,,,auto-mpg
model > 80 AND cylinders > 4 AND acceleration > 13.8,3,8,7.909177500000018,6.835535668341726,6.726824374678576,1,3,0,0,0.1,0,0,0,4.0,0.2,0.0608100626252179,1.0,False,0.6395769003748079,6.726824374678576,0.0009990009990009,L_conj,,,,,,,auto-mpg
model > 80 AND weight > 2310 AND displacement > 173,3,7,8.373162714285721,7.299520882627429,6.719483892469685,1,3,0,0,0.0,0,0,0,4.0,0.2,0.0608100626252179,1.0,False,0.6392278438164478,6.719483892469685,0.0019980019980019,L_conj,,,,,,,auto-mpg
weight > 2581 AND model > 79 AND displacement > 151,3,14,6.189262785714301,5.115620954056009,6.659703854976873,1,3,0,0,0.0,0,0,0,4.0,0.2,0.0608100626252179,1.0,False,0.6363780389725506,6.659703854976873,0.0009990009990009,L_conj,,,,,,,auto-mpg
origin > 2 AND horsepower > 65 AND acceleration <= 14.2,3,13,6.34973284615387,5.276091014495578,6.61875791331962,1,4,0,0,0.1,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.4470672997301607,6.61875791331962,0.0009990009990009,L_conj,,,,,,,auto-mpg
acceleration <= 17.76 AND model > 79 AND weight > 2798,3,13,6.335103384615389,5.261461552957097,6.600405526285469,1,4,0,0,0.01,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.4464470589219199,6.600405526285469,0.0009990009990009,L_conj,,,,,,,auto-mpg
acceleration <= 13.5 AND displacement <= 173 AND origin > 2.4,3,8,7.769614125000011,6.695972293341719,6.589480593837739,1,5,0,0,0.2,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,0.3143454508211323,6.589480593837739,0.0009990009990009,L_conj,,,,,,,auto-mpg
cylinders > 4 AND model > 78 AND horsepower <= 88,3,7,8.17092342857139,7.097281596913098,6.533315013082512,1,4,0,0,0.0,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.4441722846698592,6.533315013082512,0.0019980019980019,L_conj,,,,,,,auto-mpg
origin <= 2 AND model > 79 AND cylinders > 4,3,11,6.683530090909079,5.609888259250787,6.473558772786655,1,4,0,0,0.0,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.4421363323328589,6.473558772786655,0.0009990009990009,L_conj,,,,,,,auto-mpg
acceleration <= 14.8 AND model > 79 AND origin > 1,3,12,6.432674333333346,5.359032501675054,6.459063525051286,1,4,0,0,0.1,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.4416410508717298,6.459063525051286,0.0009990009990009,L_conj,,,,,,,auto-mpg
model > 80 AND cylinders > 4 AND weight > 2945,3,6,8.627711333333357,7.554069501675065,6.437972886350845,1,3,0,0,0.0,0,0,0,4.0,0.2,0.0608100626252179,1.0,False,0.625694441719319,6.437972886350845,0.0019980019980019,L_conj,,,,,,,auto-mpg
model > 80 AND cylinders > 4 AND acceleration > 15.8,3,6,8.607733833333361,7.534092001675069,6.420947016611557,1,3,0,0,0.1,0,0,0,4.0,0.2,0.0608100626252179,1.0,False,0.6248665379049796,6.420947016611557,0.0019980019980019,L_conj,,,,,,,auto-mpg
origin > 2 AND displacement <= 91 AND weight > 2058,3,7,8.048609285714225,6.974967454055933,6.420720237895825,1,4,0,0,0.0,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.4403282308360211,6.420720237895825,0.0009990009990009,L_conj,,,,,,,auto-mpg
weight > 2581 AND model > 79 AND displacement > 179.4,3,8,7.564912499999998,6.4912706683417065,6.388034511570356,1,3,0,0,0.1,0,0,0,4.0,0.2,0.0608100626252179,1.0,False,0.6232630092510281,6.388034511570356,0.0009990009990009,L_conj,,,,,,,auto-mpg
model > 80 AND cylinders > 4 AND horsepower <= 112,3,9,7.132993444444462,6.05935161278617,6.3247003012778915,1,4,0,0,0.0,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.4370233403709026,6.3247003012778915,0.0009990009990009,L_conj,,,,,,,auto-mpg
model > 77 AND acceleration <= 14.4 AND origin > 1,3,11,6.541403727272766,5.4677618956144745,6.30955134061634,1,4,0,0,0.1,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.4364996461114205,6.30955134061634,0.0009990009990009,L_conj,,,,,,,auto-mpg
model > 77 AND origin > 2 AND acceleration <= 14.5,3,10,6.802591200000035,5.728949368341743,6.303293445700084,1,4,0,0,0.1,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.4362831294047394,6.303293445700084,0.0009990009990009,L_conj,,,,,,,auto-mpg
horsepower*weight > 2.281e+05 AND model > 79,2,30,4.127455233333332,3.05381340167504,5.819633911561566,1,4,0,0,0.001,1,1,0,5.0,0.1666666666666666,0.0301973834223185,2.0,True,0.4192108259634426,5.819633911561566,0.0009990009990009,L_poly,,,,,,,auto-mpg
model > 80 AND cylinders > 4,2,11,5.9477994545454695,4.874157622887178,5.624558704454521,1,2,0,0,0.0,1,1,0,3.0,0.25,0.1224564282529819,2.0,True,0.8299176883563334,5.624558704454521,0.0009990009990009,L_poly,,,,,,,auto-mpg
acceleration <= 14.8 AND model > 79,2,22,4.507250727272728,3.4336088956144364,5.6034397640047535,1,3,0,0,0.1,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.5837341200972971,5.6034397640047535,0.0009990009990009,L_poly,,,,,,,auto-mpg
model > 80 AND cylinders*horsepower > 393.6,2,12,5.682336500000005,4.608694668341713,5.554706305863951,1,3,0,0,0.1,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.5811901911803743,5.554706305863951,0.0009990009990009,L_poly,,,,,,,auto-mpg
(model + origin) > 80,2,103,2.646682407766992,1.5730405761087003,5.554578124824493,1,2,0,0,0.0,0,0,7,3.0,0.25,0.1224564282529819,7.0,True,0.824738623818573,5.554578124824493,0.0009990009990009,L_symb,,5.554578124824493,(model + origin),>,80.0,1.0,auto-mpg
model > 77 AND model*origin > 81,2,89,2.759898831460679,1.6862569998023875,5.534919522798435,1,3,0,0,0.0,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.5801541198741197,5.534919522798435,0.0009990009990009,L_poly,,,,,,,auto-mpg
model > 77 AND model*origin > 79,2,109,2.5965461559633063,1.5229043243050149,5.531952096196794,1,3,0,0,0.0,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.5799985805236362,5.531952096196794,0.0009990009990009,L_poly,,,,,,,auto-mpg
(model * displacement) / displacement > 79,3,89,2.724550775280898,1.6509089436226063,5.4188941208191554,1,3,0,0,0.0,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5740411926390286,5.4188941208191554,0.0009990009990009,L_symb,,5.4188941208191554,(model * displacement) / displacement,>,79.0,2.0,auto-mpg
(origin * model) / origin > 79,3,89,2.724550775280898,1.6509089436226063,5.4188941208191554,1,3,0,0,0.0,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5740411926390286,5.4188941208191554,0.0009990009990009,L_symb,,5.4188941208191554,(origin * model) / origin,>,79.0,2.0,auto-mpg
(model * cylinders) / cylinders > 79,3,89,2.724550775280898,1.6509089436226063,5.4188941208191554,1,3,0,0,0.0,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5740411926390286,5.4188941208191554,0.0009990009990009,L_symb,,5.4188941208191554,(model * cylinders) / cylinders,>,79.0,2.0,auto-mpg
(model * weight) / weight > 79,3,89,2.724550775280898,1.6509089436226063,5.4188941208191554,1,3,0,0,0.0,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5740411926390286,5.4188941208191554,0.0009990009990009,L_symb,,5.4188941208191554,(model * weight) / weight,>,79.0,2.0,auto-mpg
(model * horsepower) / horsepower > 79,3,89,2.724550775280898,1.6509089436226063,5.4188941208191554,1,3,0,0,0.0,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5740411926390286,5.466675915939279,0.0009990009990009,L_symb,,5.4188941208191554,(model * horsepower) / horsepower,>,79.0,2.0,auto-mpg
(model * origin) / origin > 79,3,89,2.724550775280898,1.6509089436226063,5.4188941208191554,1,3,0,0,0.0,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5740411926390286,5.4188941208191554,0.0009990009990009,L_symb,,5.4188941208191554,(model * origin) / origin,>,79.0,2.0,auto-mpg
model > 77 AND model^2 > 6241,2,89,2.724550775280898,1.6509089436226063,5.4188941208191554,1,2,0,0,0.0,1,2,0,3.0,0.25,0.1224564282529819,3.0,False,0.8146032280298161,5.4188941208191554,0.0009990009990009,L_poly,,,,,,,auto-mpg
model > 79,1,89,2.724550775280898,1.6509089436226063,5.4188941208191554,1,1,0,0,0.0,0,0,3,2.0,0.3333333333333333,0.2465969639416065,3.0,True,1.1559770058764252,5.4188941208191554,0.0009990009990009,L_symb,,5.4188941208191554,model,>,79.0,0.0,auto-mpg
acceleration <= 13.5 AND origin > 1,2,12,5.426857333333342,4.3532155016750504,5.246785768656656,1,3,0,0,0.1,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.5648516364259855,5.246785768656656,0.0009990009990009,L_poly,,,,,,,auto-mpg
model > 77 AND displacement <= 97,2,34,3.628596382352959,2.554954550694667,5.183405430523964,1,3,0,0,0.0,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.5614296116540854,5.183405430523964,0.0009990009990009,L_poly,,,,,,,auto-mpg
(model * acceleration) / acceleration > 79,3,93,2.616525903225806,1.5428840715675145,5.17687062440911,1,3,0,0,0.0,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5610755981799327,5.17687062440911,0.0009990009990009,L_symb,,5.17687062440911,(model * acceleration) / acceleration,>,79.0,2.0,auto-mpg
displacement*model <= 7469 AND model > 77,2,30,3.788393533333346,2.714751701675054,5.173486060370231,1,4,0,0,0.0,1,1,0,5.0,0.1666666666666666,0.0301973834223185,2.0,False,0.3952540223641245,5.173486060370231,0.0019980019980019,L_poly,,,,,,,auto-mpg
horsepower*model > 6699 AND model > 79,2,40,3.4111990249999935,2.337557193341702,5.143808397805656,1,3,0,0,0.0,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.5592810660148295,5.143808397805656,0.0009990009990009,L_poly,,,,,,,auto-mpg
acceleration*horsepower <= 1600 AND model > 78,2,89,2.6392167415730348,1.5655749099147431,5.138796241798257,1,4,0,0,0.0,1,1,0,5.0,0.1666666666666666,0.0301973834223185,2.0,False,0.3939266434791524,5.138796241798257,0.0009990009990009,L_poly,,,,,,,auto-mpg
model > 80 AND displacement > 151,2,11,5.501537636363644,4.4278958047053525,5.1095926348029845,1,2,0,0,0.0,1,1,0,3.0,0.25,0.1224564282529819,2.0,False,0.7910135674473079,5.1095926348029845,0.0029970029970029,L_poly,,,,,,,auto-mpg
acceleration <= 17.76 AND model > 79,2,62,2.9322616290322556,1.858619797373964,5.091889207112723,1,3,0,0,0.01,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.5564513469883923,5.091889207112723,0.0009990009990009,L_poly,,,,,,,auto-mpg
model > 77 AND model*origin > 158,2,59,2.9774925084745805,1.9038506768162888,5.088050702301836,1,3,0,0,0.0,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.5562415678886817,5.088050702301836,0.0009990009990009,L_poly,,,,,,,auto-mpg
(cylinders - model) <= -74,2,119,2.4011146638655485,1.3274728322072569,5.0383886414116645,1,4,0,0,0.0,0,0,10,5.0,0.1666666666666666,0.0301973834223185,10.0,False,0.3900591668392917,5.0383886414116645,0.0009990009990009,L_symb,,5.0383886414116645,(cylinders - model),<=,-74.0,1.0,auto-mpg
model > 77 AND displacement*model <= 7644,2,33,3.5581431212121353,2.484501289553844,4.965794444657174,1,4,0,0,0.0,1,1,0,5.0,0.1666666666666666,0.0301973834223185,2.0,False,0.3872389428269474,4.965794444657174,0.0019980019980019,L_poly,,,,,,,auto-mpg
displacement <= 98 AND model > 78,2,35,3.4714566857143008,2.39781485405601,4.935625624230206,1,3,0,0,0.0,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.5478464231005523,4.935625624230206,0.0009990009990009,L_poly,,,,,,,auto-mpg
(model / horsepower) + model > 79.6,3,114,2.402118535087721,1.3284767034294294,4.9351335588887375,1,3,0,0,0.1,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.54781911319325,4.9552713090997385,0.0009990009990009,L_symb,,4.9351335588887375,(model / horsepower) + model,>,79.60000000000001,2.0,auto-mpg
model > 77 AND acceleration*horsepower <= 1721,2,120,2.367031275000002,1.2933894433417106,4.9296090332163125,1,4,0,0,0.0,1,1,0,5.0,0.1666666666666666,0.0301973834223185,2.0,False,0.3858254710334166,4.9296090332163125,0.0009990009990009,L_poly,,,,,,,auto-mpg
horsepower*origin > 90 AND model > 79,2,56,2.9568131250000063,1.8831712933417144,4.903163559022473,1,3,0,0,0.0,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.5460418327251523,4.903163559022473,0.0009990009990009,L_poly,,,,,,,auto-mpg
weight <= 3085 AND model > 78.8,2,96,2.5106759791666655,1.437034147508374,4.898862461547506,1,3,0,0,0.1,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.5458022838712141,4.898862461547506,0.0009990009990009,L_poly,,,,,,,auto-mpg
model > 80 AND displacement*horsepower > 1.414e+04,2,12,5.121000250000005,4.047358418341713,4.878146405073875,1,4,0,0,0.001,1,1,0,5.0,0.1666666666666666,0.0301973834223185,2.0,False,0.3838062758530929,4.878146405073875,0.0019980019980019,L_poly,,,,,,,auto-mpg
model > 77 AND origin > 1,2,69,2.7574329710145005,1.6837911393562088,4.866372026798783,1,2,0,0,0.0,1,1,0,3.0,0.25,0.1224564282529819,2.0,False,0.7719576004885265,4.866372026798783,0.0009990009990009,L_poly,,,,,,,auto-mpg
acceleration <= 14.8 AND origin > 2,2,23,3.9788091739130462,2.905167342254755,4.847609337759858,1,3,0,0,0.1,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.5429396167270983,4.847609337759858,0.0009990009990009,L_poly,,,,,,,auto-mpg
(model - acceleration) > 64.8,2,53,2.97904860377358,1.9054067721152883,4.826342976151956,1,2,0,0,0.1,0,0,7,3.0,0.25,0.1224564282529819,7.0,False,0.7687761198056527,4.826342976151956,0.0009990009990009,L_symb,,4.826342976151956,(model - acceleration),>,64.8,1.0,auto-mpg
model > 75 AND model*origin > 80,2,124,2.3163662419354893,1.2427244102771977,4.8147995749061705,1,3,0,0,0.0,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.5410991255564152,4.8147995749061705,0.0009990009990009,L_poly,,,,,,,auto-mpg
origin > 2 AND acceleration <= 14.5,2,20,4.164579050000016,3.0909372183417245,4.809475576714561,1,3,0,0,0.1,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.5407998807456126,4.809475576714561,0.0009990009990009,L_poly,,,,,,,auto-mpg
(model / displacement) + model > 79.23,3,113,2.332299964601769,1.2586581329434774,4.655212925068015,1,3,0,0,0.01,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.532056190178359,4.655212925068015,0.0009990009990009,L_symb,,4.655212925068015,(model / displacement) + model,>,79.23,2.0,auto-mpg
(model / weight) + model > 79.02,3,115,2.3133631478260868,1.2397213161677951,4.62557290836679,1,3,0,0,0.01,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5303596687487616,4.62557290836679,0.0009990009990009,L_symb,,4.62557290836679,(model / weight) + model,>,79.02,2.0,auto-mpg
(model / acceleration) + model > 85.57,3,57,2.8150693684210513,1.7414275367627596,4.574413052976933,1,3,0,0,0.01,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5274185664395422,4.574413052976933,0.0009990009990009,L_symb,,4.574413052976933,(model / acceleration) + model,>,85.57000000000001,2.0,auto-mpg
(model + displacement) / model <= 2.21,3,56,2.8121170714285837,1.738475239770292,4.526422250616693,1,4,0,0,0.01,0,0,11,5.0,0.1666666666666666,0.0301973834223185,11.0,False,0.3697108440838409,4.526422250616693,0.0009990009990009,L_symb,,4.526422250616693,(model + displacement) / model,<=,2.21,2.0,auto-mpg
(model - displacement) / model > -0.21,3,56,2.8121170714285837,1.738475239770292,4.526422250616693,1,4,0,0,0.01,0,0,10,5.0,0.1666666666666666,0.0301973834223185,10.0,False,0.3697108440838409,4.526422250616693,0.0009990009990009,L_symb,,4.526422250616693,(model - displacement) / model,>,-0.21,2.0,auto-mpg
(displacement / model) <= 1.21,2,56,2.8121170714285837,1.738475239770292,4.526422250616693,1,3,0,0,0.01,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5246446612024,4.526422250616693,0.0009990009990009,L_symb,,4.526422250616693,(displacement / model),<=,1.21,1.0,auto-mpg
(origin / model) - model <= -78.97,3,116,2.2632941293103435,1.1896522976520518,4.458015603159108,1,5,0,0,0.01,0,0,12,6.0,0.1428571428571428,0.0149955768204777,12.0,False,0.2585546662585317,4.458015603159108,0.0009990009990009,L_symb,,4.458015603159108,(origin / model) - model,<=,-78.97,2.0,auto-mpg
(displacement / weight) <= 0.04,2,11,4.932933272727247,3.8592914410689554,4.453448769478515,1,3,0,0,0.01,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5203984036968105,4.453448769478515,0.0009990009990009,L_symb,,4.453448769478515,(displacement / weight),<=,0.04,1.0,auto-mpg
(acceleration - model) <= -64.8,2,58,2.734000793103443,1.6603589614451513,4.39955274967999,1,4,0,0,0.1,0,0,10,5.0,0.1666666666666666,0.0301973834223185,10.0,False,0.3644927725878831,4.39955274967999,0.0009990009990009,L_symb,,4.39955274967999,(acceleration - model),<=,-64.8,1.0,auto-mpg
(model / displacement) > 0.82,2,61,2.677599868852472,1.6039580371941804,4.358634593549863,1,2,0,0,0.01,0,0,7,3.0,0.25,0.1224564282529819,7.0,False,0.7305770489044972,4.358634593549863,0.0009990009990009,L_symb,,4.358634593549863,(model / displacement),>,0.8200000000000001,1.0,auto-mpg
(model + displacement) / displacement > 1.82,3,61,2.677599868852472,1.6039580371941804,4.358634593549863,1,3,0,0,0.01,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5148289449848451,4.358634593549863,0.0009990009990009,L_symb,,4.358634593549863,(model + displacement) / displacement,>,1.82,2.0,auto-mpg
(model - displacement) / displacement > -0.18,3,61,2.677599868852472,1.6039580371941804,4.358634593549863,1,4,0,0,0.01,0,0,10,5.0,0.1666666666666666,0.0301973834223185,10.0,False,0.3627938257732711,4.358634593549863,0.0009990009990009,L_symb,,4.358634593549863,(model - displacement) / displacement,>,-0.18,2.0,auto-mpg
(model - displacement) > -16.71,2,57,2.728940859649131,1.6552990279908395,4.348169143056848,1,3,0,0,0.01,0,0,8,4.0,0.2,0.0608100626252179,8.0,False,0.5142104995955715,4.348169143056848,0.0019980019980019,L_symb,,4.348169143056848,(model - displacement),>,-16.71,1.0,auto-mpg
model > 79.5 AND displacement <= 212.5 AND acceleration > 13.85 AND displacement <= 99.0,4,28,2.6360572857142937,1.562415454056002,2.8765245406342568,1,6,0,0,0.31,0,0,0,7.0,0.125,0.0074465830709243,0.0,False,0.146356683986026,2.8765245406342568,0.0189810189810189,L_tree,18.0,,,,,,auto-mpg
model <= 79.5 AND displacement <= 90.5 AND model > 77.5,3,7,3.803953714285773,2.7303118826274817,2.5133549190053532,1,5,0,0,0.3,0,0,0,6.0,0.1428571428571428,0.0149955768204777,0.0,False,0.1941370824058874,2.5133549190053532,0.0569430569430569,L_tree,6.0,,,,,,auto-mpg
model <= 79.5 AND displacement > 90.5 AND weight > 3199.0 AND weight > 4057.5,4,61,0.1792511147540981,-0.8943907169041936,2.430439094072469,1,5,0,0,0.4,0,0,0,6.0,0.1428571428571428,0.0149955768204777,0.0,False,0.1909079258246131,2.430439094072469,0.0109890109890109,L_tree,13.0,,,,,,auto-mpg
model <= 79.5 AND displacement > 90.5 AND weight > 3199.0 AND weight <= 4057.5,4,80,0.3506731999999992,-0.7229686316582924,2.2498677462991328,1,6,0,0,0.4,0,0,0,7.0,0.125,0.0074465830709243,0.0,False,0.1294365754777598,2.2498677462991328,0.0139860139860139,L_tree,12.0,,,,,,auto-mpg
model <= 79.5 AND displacement > 90.5 AND weight <= 3199.0 AND acceleration > 13.35,4,128,0.5694236796874993,-0.5042181519707923,1.9847965803419452,1,6,0,0,0.31,0,0,0,7.0,0.125,0.0074465830709243,0.0,False,0.1215728284379485,1.9847965803419452,0.0169830169830169,L_tree,10.0,,,,,,auto-mpg
model <= 79.5 AND displacement <= 90.5 AND model <= 77.5 AND weight > 2091.0,4,6,3.1971826666666647,2.123540835008373,1.809792498706984,1,7,0,0,0.4,0,0,0,8.0,0.1111111111111111,0.0036978637164829,0.0,False,0.0818068824447646,1.809792498706984,0.0509490509490509,L_tree,5.0,,,,,,auto-mpg
model > 79.5 AND displacement <= 212.5 AND acceleration > 13.85 AND displacement > 99.0,4,46,0.8649464130434663,-0.2086954186148253,0.4924752088240069,1,5,0,0,0.31,0,0,0,6.0,0.1428571428571428,0.0149955768204777,0.0,False,0.0859357307881954,0.4924752088240069,0.5994005994005994,L_tree,19.0,,,,,,auto-mpg
model <= 79.5 AND displacement <= 90.5 AND model <= 77.5 AND weight <= 2091.0,4,17,0.8697285882352932,-0.2039132434229984,0.2925246275666324,1,8,0,0,0.4,0,0,0,9.0,0.1,0.0018363047770289,0.0,False,0.0231768067472464,0.2925246275666324,0.7802197802197802,L_tree,4.0,,,,,,auto-mpg
model <= 79.5 AND displacement > 90.5 AND weight <= 3199.0 AND acceleration <= 13.35,4,10,1.2353866999999843,0.1617448683416926,0.1779602686188372,1,7,0,0,0.31,0,0,0,8.0,0.1111111111111111,0.0036978637164829,0.0,False,0.0256529300529423,0.1779602686188372,0.8601398601398601,L_tree,9.0,,,,,,auto-mpg
timbre_avg_3*timbre_cov_3_3 > 1758 AND timbre_avg_1*timbre_avg_6 > -409.9,2,61841,25.30123354722236,13.738515604103371,121.72801043226468,1,5,0,0,0.1,2,1,0,6.0,0.1428571428571428,0.0149955768204777,3.0,True,1.3510668864423174,121.73917678179124,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_3*timbre_cov_3_3 > 1758 AND timbre_avg_6 > -9.93,2,61845,25.125953076138384,13.563235133019395,120.1788512171264,1,4,0,0,0.01,2,1,0,5.0,0.1666666666666666,0.0301973834223185,3.0,True,1.905016233384203,120.18703973864685,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_1*timbre_avg_6 > -339.6 AND timbre_avg_3*timbre_cov_3_3 > 704.6,2,82455,23.267420469271464,11.704702526152476,119.75160399866428,1,5,0,0,0.2,2,1,0,6.0,0.1428571428571428,0.0149955768204777,3.0,False,1.340053870983326,119.75025631118096,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_6 > -8.1 AND timbre_avg_3 > 16.18 AND timbre_cov_3_3 > 19.42,3,65956,24.62956510239824,13.06684715927925,119.56675051862752,1,4,0,0,0.12,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,True,1.900158680208496,119.56675051862752,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_6 > -8.1 AND timbre_cov_3_3 > 24.59 AND timbre_avg_3 > 15.08,3,65966,24.609952745259346,13.047234802140355,119.39633997988264,1,4,0,0,0.12,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,1.89880411248607,119.39633997988264,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_3*timbre_cov_3_3 > 1758 AND timbre_avg_1*timbre_avg_6 > -129.1,2,41228,28.056134166488796,16.493416223369806,119.32163980928696,1,5,0,0,0.1,2,1,0,6.0,0.1428571428571428,0.0149955768204777,3.0,False,1.3376459980523752,119.32154979568352,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_3 > 17.88 AND timbre_avg_6 > -8.77 AND timbre_cov_3_3 > 18.33,3,65976,24.580884301773043,13.018166358654057,119.13936155012956,1,4,0,0,0.03,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,1.896759600323534,119.13068683151096,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_3*timbre_cov_3_3 > 1758 AND timbre_avg_6 > -3.18,2,41217,28.01966872445836,16.456950781339373,119.0419466165686,1,4,0,0,0.01,2,1,0,5.0,0.1666666666666666,0.0301973834223185,3.0,False,1.8959839939513448,119.04293883648484,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_3 > 2.662 AND timbre_avg_6 > -9.07 AND timbre_avg_1 <= 44.4,3,74233,23.777215560465027,12.21449761734604,118.57320962442948,1,5,0,0,0.111,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,1.333444289715075,118.57320962442948,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_3 > 2.662 AND timbre_avg_1 <= 44.28 AND timbre_avg_6 > -9.35,3,74177,23.76787298219125,12.20515503907226,118.43781686175204,1,5,0,0,0.0209999999999999,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,1.3326827759073323,118.43781686175204,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_6 > -8.1 AND timbre_avg_3 > -1.13 AND timbre_avg_1 <= 44.27,3,74207,23.75369409085397,12.190976147734975,118.32414620788066,1,6,0,0,0.12,0,0,0,7.0,0.125,0.0074465830709243,1.0,False,0.9386749085989148,118.32414620788066,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_6 > -8.1 AND timbre_avg_3 > 16.18 AND timbre_avg_1 <= 46.76,3,65949,24.47611176354119,12.913393820422202,118.15632204202336,1,5,0,0,0.12,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,1.331098119601356,118.15632204202336,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_1 <= 45.68 AND timbre_avg_3 > 11.01 AND timbre_avg_6 > -9.64,3,74225,23.715417192536215,12.152699249417228,117.96693994930904,1,5,0,0,0.03,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,1.3300309433567872,117.99640576780163,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_6 > -8.1 AND timbre_avg_3*timbre_cov_3_3 > 712,2,82455,23.06814313981903,11.50542519670004,117.712784149191,1,4,0,0,0.1,2,1,0,5.0,0.1666666666666666,0.0301973834223185,3.0,False,1.8853694801448695,117.712784149191,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_3*timbre_cov_3_3 > 1758 AND timbre_avg_6*timbre_cov_1_12 > -899.6,2,41228,27.833178847288252,16.270460904169262,117.70866928026356,1,5,0,0,0.1,2,2,0,6.0,0.1428571428571428,0.0149955768204777,4.0,False,1.3285741953795422,117.70964500530503,0.0009990009990009,L_poly,,,,,,,msd
