rule,length,size,mean_residual,delta_from_global,q_residual,n_predicates,n_operators,depth,n_splits,precision_penalty,n_terms,degree,n_tokens,complexity,I_inv,I_exp,expressiveness,pareto,score,q_perm,p_value,language,leaf_id,q_signed,expr,operator,threshold,n_ops,dataset
Husband_Occupation <= 1.5 AND Contraceptive_Method <= 1.5 AND Children > 1.5 AND Children > 5.5,4,18,4.039768604938272,-8.72760684431593,1.3639752649267858,2,7,1,0,0.4,0,0,0,10.0,0.0909090909090909,0.0009118819655545,1.0,False,0.0352673283018317,1.3639752649267858,0.1168831168831168,L_tree,8.0,,,,,,cmc
Husband_Occupation <= 1.5 AND Contraceptive_Method > 1.5 AND Children > 5.5 AND Children > 6.5,4,24,5.451219408464428,-7.316156040789775,1.3202727157339929,2,6,1,0,0.4,0,0,0,9.0,0.1,0.0018363047770289,1.0,False,0.0492384310765814,1.3202727157339929,0.1348651348651348,L_tree,15.0,,,,,,cmc
Husband_Occupation <= 1.5 AND Contraceptive_Method > 1.5 AND Children <= 5.5 AND SOLI <= 3.5,4,69,8.770306454225945,-3.9970689950282576,1.2230416815125549,2,8,1,0,0.4,0,0,0,11.0,0.0833333333333333,0.0004528271828867,1.0,False,0.0235335190567084,1.2230416815125549,0.1828171828171828,L_tree,11.0,,,,,,cmc
Husband_Occupation > 1.5 AND Contraceptive_Method <= 1.5 AND SOLI > 2.5 AND Wife_Education <= 3.5,4,227,13.638360774077904,0.8709853248237014,0.4833913048912631,2,7,1,0,0.4,0,0,0,10.0,0.0909090909090909,0.0009118819655545,1.0,False,0.0209951378475162,0.4833913048912631,0.6103896103896104,L_tree,22.0,,,,,,cmc
Husband_Occupation <= 1.5 AND Contraceptive_Method <= 1.5 AND Children <= 1.5 AND SOLI <= 2.5,4,8,9.095240042111518,-3.672135407142685,0.3825945228858481,2,9,1,0,0.4,0,0,0,12.0,0.0769230769230769,0.0002248673241788,1.0,False,0.009275397921751,0.3825945228858481,0.7132867132867133,L_tree,4.0,,,,,,cmc
PTRATIO > 19.7 AND LSTAT <= 11.45 AND DIS <= 2.1,3,8,24.4706798750001,23.031361274209587,14.821385216663389,1,5,0,0,0.21,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,True,0.4714395195593689,14.821385216663389,0.0009990009990009,L_conj,,,,,,,housing
LSTAT <= 9.53 AND PTRATIO > 19.2 AND DIS <= 2.22,3,8,22.65587050000011,21.216551899209595,13.653499891890718,1,5,0,0,0.12,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,0.4524843715502575,13.653499891890718,0.0009990009990009,L_conj,,,,,,,housing
LSTAT <= 9.53 AND DIS <= 3.09 AND CRIM > 2.3,3,8,22.483155875000097,21.04383727420958,13.542352749557306,1,5,0,0,0.12,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,0.4506388698126186,13.542352749557306,0.0009990009990009,L_conj,,,,,,,housing
LSTAT <= 13.33 AND RAD > 7 AND DIS <= 1.93,3,10,19.879914500000087,18.440595899209573,13.267806976441216,1,5,0,0,0.02,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,0.4460475521225225,13.267806976441216,0.0009990009990009,L_conj,,,,,,,housing
DIS <= 1.951 AND LSTAT <= 13.66 AND CRIM > 1.5,3,12,18.248303583333403,16.80898498254289,13.248182616092144,1,5,0,0,0.111,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,0.4457175564764385,13.896076421259082,0.0009990009990009,L_conj,,,,,,,housing
LSTAT <= 9.53 AND B <= 383.2 AND RAD > 8,3,7,23.280703714285817,21.8413851134953,13.147809115919529,1,5,0,0,0.11,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,0.4440258794470751,13.147809115919529,0.0009990009990009,L_conj,,,,,,,housing
NOX > 0.507 AND LSTAT <= 10.11 AND RAD > 5,3,11,18.538056727272796,17.09873812648228,12.902818768188368,1,4,0,0,0.011,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,True,0.6242045863109879,12.902818768188368,0.0009990009990009,L_conj,,,,,,,housing
LSTAT <= 9.53 AND INDUS > 8.39 AND NOX > 0.63,3,9,20.280963444444524,18.84164484365401,12.860689756498871,1,4,0,0,0.03,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.623184707492474,12.860689756498871,0.0009990009990009,L_conj,,,,,,,housing
LSTAT <= 9.53 AND AGE > 76.96 AND CRIM > 3.47,3,9,20.271252444444528,18.831933843654017,12.854061345908308,1,4,0,0,0.03,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.6230240918266297,12.854061345908308,0.0009990009990009,L_conj,,,,,,,housing
NOX > 0.507 AND LSTAT <= 10.11 AND TAX > 406.8,3,12,17.672470750000063,16.23315214920955,12.794333764405696,1,4,0,0,0.111,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.6215749370083019,12.794333764405696,0.0009990009990009,L_conj,,,,,,,housing
PTRATIO > 19.7 AND LSTAT <= 11.45 AND B <= 375.5,3,9,20.07283144444453,18.633512843654017,12.718625669068572,1,5,0,0,0.21,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,0.4367185916255656,12.000068333309889,0.0009990009990009,L_conj,,,,,,,housing
B <= 388 AND LSTAT <= 11.98 AND RAD > 8,3,10,18.919942300000073,17.48062369920956,12.577117482350856,1,5,0,0,0.01,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,0.434282317607758,12.577117482350856,0.0009990009990009,L_conj,,,,,,,housing
DIS <= 2.64 AND LSTAT <= 11.65 AND RAD > 5,3,11,18.101728000000076,16.66240939920956,12.573562278632876,1,5,0,0,0.02,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,0.4342209334616425,12.573562278632876,0.0009990009990009,L_conj,,,,,,,housing
LSTAT <= 9.53 AND DIS <= 3.09 AND RAD > 5,3,10,18.90523160000007,17.465912999209557,12.566533294662175,1,5,0,0,0.02,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,0.4340995454814455,12.566533294662175,0.0009990009990009,L_conj,,,,,,,housing
INDUS > 7.38 AND LSTAT <= 10.45 AND DIS <= 1.96,3,12,17.24043800000004,15.801119399209528,12.45382249771844,1,5,0,0,0.03,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,0.4321484142897328,12.45382249771844,0.0009990009990009,L_conj,,,,,,,housing
LSTAT <= 9.53 AND CRIM > 0.37 AND RAD > 8,3,10,18.622818800000072,17.183500199209558,12.363340375162384,1,4,0,0,0.02,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.6110159815335516,12.363340375162384,0.0009990009990009,L_conj,,,,,,,housing
NOX > 0.507 AND LSTAT <= 10.11 AND CRIM > 2.19,3,12,17.028318750000064,15.589000149209552,12.2866384254317,1,4,0,0,0.0209999999999999,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.6091176663865141,12.2866384254317,0.0009990009990009,L_conj,,,,,,,housing
LSTAT <= 9.53 AND NOX > 0.48 AND TAX > 403,3,11,17.670837545454614,16.2315189446641,12.248409544974033,1,4,0,0,0.02,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.608169317988968,12.248409544974033,0.0009990009990009,L_conj,,,,,,,housing
LSTAT <= 9.53 AND PTRATIO > 19.2 AND B <= 378.7,3,8,20.394815750000085,18.95549714920957,12.198442023329408,1,5,0,0,0.21,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,0.4276946041873568,12.198442023329408,0.0009990009990009,L_conj,,,,,,,housing
DIS <= 1.951 AND RAD > 5 AND LSTAT <= 14.27,3,14,15.701733642857196,14.262415042066683,12.14174987473835,1,5,0,0,0.011,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,0.4266995933694624,13.264096567322689,0.0009990009990009,L_conj,,,,,,,housing
DIS <= 2.64 AND LSTAT <= 11.65 AND TAX > 403,3,12,16.646450750000067,15.207132149209556,11.985665046938236,1,5,0,0,0.02,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,0.4239480639841123,11.985665046938236,0.0009990009990009,L_conj,,,,,,,housing
PTRATIO > 19.7 AND LSTAT <= 11.45 AND NOX > 0.63,3,10,18.042415600000076,16.603096999209562,11.945746623409557,1,4,0,0,0.12,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.6006082675529574,11.945746623409557,0.0009990009990009,L_conj,,,,,,,housing
LSTAT <= 13.33 AND B <= 379.2 AND RAD > 8,3,12,16.443599000000056,15.004280399209543,11.825785254625668,1,5,0,0,0.11,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,0.4211109963515698,11.825785254625668,0.0009990009990009,L_conj,,,,,,,housing
DIS <= 1.951 AND LSTAT <= 13.66 AND INDUS <= 18.1,3,15,14.820152266666716,13.380833665876205,11.79106396434718,1,6,0,0,0.111,0,0,0,7.0,0.125,0.0074465830709243,1.0,False,0.296315941699217,12.257032212375067,0.0009990009990009,L_conj,,,,,,,housing
PTRATIO > 19.7 AND LSTAT <= 14.81 AND DIS <= 1.95,3,15,14.80002666666672,13.360708065876208,11.773329476134686,1,5,0,0,0.12,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,0.4201759947833435,11.773329476134686,0.0009990009990009,L_conj,,,,,,,housing
DIS <= 1.951 AND LSTAT <= 13.66,2,21,11.375046523809536,9.935727923019025,10.359374452514087,1,4,0,0,0.011,1,1,0,5.0,0.1666666666666666,0.0301973834223185,2.0,True,0.5593085037418426,10.658807963367984,0.0009990009990009,L_poly,,,,,,,housing
NOX*RAD > 14.74 AND LSTAT <= 14.15,2,20,10.28418995000004,8.844871349209527,8.999755519802562,1,4,0,0,0.02,1,1,0,5.0,0.1666666666666666,0.0301973834223185,2.0,False,0.5213147495885814,8.999755519802562,0.0009990009990009,L_poly,,,,,,,housing
CHAS > 0 AND TAX > 403,2,8,14.33807537500008,12.898756774209566,8.300744393284562,1,2,0,0,0.0,1,1,0,3.0,0.25,0.1224564282529819,2.0,True,1.008206085204108,8.300744393284562,0.0009990009990009,L_poly,,,,,,,housing
(CHAS + RAD) > 24,2,8,14.33807537500008,12.898756774209566,8.300744393284562,1,2,0,0,0.0,0,0,7,3.0,0.25,0.1224564282529819,7.0,True,1.008206085204108,8.300744393284562,0.0009990009990009,L_symb,,8.300744393284562,(CHAS + RAD),>,24.0,1.0,housing
RM > 6.75 AND RAD > 8,2,12,11.780409000000027,10.341090399209516,8.150441814334897,1,2,0,0,0.01,1,1,0,3.0,0.25,0.1224564282529819,2.0,False,0.9990365324987898,8.150441814334897,0.0009990009990009,L_poly,,,,,,,housing
DIS <= 1.34,1,10,12.632326100000029,11.193007499209514,8.053246424196972,1,2,0,0,0.01,0,0,0,3.0,0.25,0.1224564282529819,0.0,True,0.9930618273542992,8.053246424196972,0.0009990009990009,L_tree,1.0,,,,,,housing
LSTAT <= 9.53 AND DIS <= 3.09,2,40,6.786062075000018,5.3467434742095055,7.693846853549796,1,4,0,0,0.02,1,1,0,5.0,0.1666666666666666,0.0301973834223185,2.0,False,0.4820104183824681,7.693846853549796,0.0009990009990009,L_poly,,,,,,,housing
NOX*PTRATIO > 13.23 AND CHAS > 0,2,6,15.201609666666776,13.762291065876262,7.669915116645891,1,3,0,0,0.01,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.6829407138056294,7.669915116645891,0.0009990009990009,L_poly,,,,,,,housing
DIS <= 2.64 AND LSTAT <= 11.65,2,41,6.672865804878066,5.233547204087554,7.624515781979318,1,4,0,0,0.02,1,1,0,5.0,0.1666666666666666,0.0301973834223185,2.0,False,0.4798337487900867,7.748447115429525,0.0009990009990009,L_poly,,,,,,,housing
DIS <= 1.951 AND CHAS > 0,2,10,11.934551200000053,10.49523259920954,7.551205018550094,1,3,0,0,0.001,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.6776350419465418,7.551205018550094,0.0009990009990009,L_poly,,,,,,,housing
DIS*NOX <= 1.277 AND LSTAT <= 12.16,2,21,8.569090095238105,7.129771494447592,7.433775687509045,1,5,0,0,0.011,1,1,0,6.0,0.1428571428571428,0.0149955768204777,2.0,False,0.3338768551251216,7.433775687509045,0.0009990009990009,L_poly,,,,,,,housing
CHAS > 0 AND B <= 359.1,2,7,13.675538000000074,12.236219399209562,7.3658092710390894,1,3,0,0,0.1,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.6692647630477031,7.3658092710390894,0.0009990009990009,L_poly,,,,,,,housing
LSTAT <= 9.53 AND AGE*PTRATIO > 1335,2,41,6.487110439024392,5.047791838233879,7.353897277300022,1,4,0,0,0.01,1,1,0,5.0,0.1666666666666666,0.0301973834223185,2.0,False,0.4712413985750539,7.353897277300022,0.0009990009990009,L_poly,,,,,,,housing
AGE*DIS <= 146.8 AND DIS*NOX <= 1,2,21,8.491195666666679,7.051877065876166,7.352559941708829,1,6,0,0,0.1,1,1,0,7.0,0.125,0.0074465830709243,2.0,False,0.2339902741352414,7.352559941708829,0.0009990009990009,L_poly,,,,,,,housing
DIS*NOX <= 1.533 AND LSTAT <= 9.55,2,41,6.47937719512197,5.040058594331457,7.3426310676184015,1,5,0,0,0.011,1,1,0,6.0,0.1428571428571428,0.0149955768204777,2.0,False,0.3318237306747335,7.3426310676184015,0.0009990009990009,L_poly,,,,,,,housing
RM > 6.75 AND AGE*PTRATIO > 1444,2,20,8.528427700000002,7.089109099209489,7.2132477937957855,1,3,0,0,0.01,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.6622975540283514,7.2132477937957855,0.0009990009990009,L_poly,,,,,,,housing
LSTAT <= 9.53 AND CRIM > 0.37,2,40,6.436810149999994,4.997491549209482,7.191280976353879,1,3,0,0,0.02,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.6612883232959872,7.191280976353879,0.0009990009990009,L_poly,,,,,,,housing
LSTAT <= 9.53 AND AGE > 76.96,2,41,6.373303463414637,4.933984862624124,7.188097094785533,1,3,0,0,0.02,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.6611419170571895,7.188097094785533,0.0009990009990009,L_poly,,,,,,,housing
AGE*PTRATIO > 1499 AND AGE*DIS <= 158.2,2,41,6.3535308536585555,4.914212252868042,7.159291283113782,1,5,0,0,0.1,1,1,0,6.0,0.1428571428571428,0.0149955768204777,2.0,False,0.3276548525752506,7.159291283113782,0.0009990009990009,L_poly,,,,,,,housing
AGE*PTRATIO > 1499 AND LSTAT <= 12.7,2,41,6.340861365853674,4.90154276506316,7.140833685245463,1,4,0,0,0.1,1,1,0,5.0,0.1666666666666666,0.0301973834223185,2.0,False,0.464364611860513,7.140833685245463,0.0009990009990009,L_poly,,,,,,,housing
RM > 6.75 AND B*INDUS > 2544,2,20,8.431739499999994,6.992420899209481,7.1148664689246655,1,3,0,0,0.01,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.6577655171452608,6.653026016359266,0.0009990009990009,L_poly,,,,,,,housing
LSTAT <= 6.29 AND AGE*PTRATIO > 1270,2,21,8.218555428571406,6.779236827780894,7.068294678093064,1,4,0,0,0.01,1,1,0,5.0,0.1666666666666666,0.0301973834223185,2.0,False,0.4620000049094259,7.068294678093064,0.0009990009990009,L_poly,,,,,,,housing
AGE*INDUS > 872.4 AND LSTAT <= 12.03,2,42,6.211293333333347,4.771974732542834,7.036342554557699,1,4,0,0,0.11,1,1,0,5.0,0.1666666666666666,0.0301973834223185,2.0,False,0.4609545899660343,7.036342554557699,0.0009990009990009,L_poly,,,,,,,housing
LSTAT <= 9.53 AND NOX > 0.52,2,38,6.438350394736854,4.99903179394634,7.011353933739841,1,3,0,0,0.02,1,1,0,4.0,0.2,0.0608100626252179,2.0,False,0.6529631473508195,7.011353933739841,0.0009990009990009,L_poly,,,,,,,housing
LSTAT <= 9.53 AND AGE*INDUS > 457.7,2,41,6.251607560975623,4.812288960185111,7.0108038952470295,1,4,0,0,0.11,1,1,0,5.0,0.1666666666666666,0.0301973834223185,2.0,False,0.4601173038731087,7.0108038952470295,0.0009990009990009,L_poly,,,,,,,housing
DIS <= 1.951 AND LSTAT <= 17.89,2,41,6.246209463414637,4.806890862624124,7.002939653568983,1,4,0,0,0.011,1,1,0,5.0,0.1666666666666666,0.0301973834223185,2.0,False,0.4598591673568994,7.26318933580271,0.0009990009990009,L_poly,,,,,,,housing
DIS <= 1.951 AND DIS*NOX <= 0.95,2,21,8.13419347619048,6.694874875399968,6.980335641671139,1,5,0,0,0.011,1,1,0,6.0,0.1428571428571428,0.0149955768204777,2.0,False,0.3235338612068266,6.980335641671139,0.0009990009990009,L_poly,,,,,,,housing
(DIS * LSTAT) <= 20.27,2,73,4.995139986301362,3.55582138551085,6.912347472651591,1,3,0,0,0.01,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.6483365504884099,6.912347472651591,0.0009990009990009,L_symb,,6.912347472651591,(DIS * LSTAT),<=,20.27,1.0,housing
DIS > 1.34 AND RM > 8.28,2,7,12.443245571428577,11.003926970638064,6.624008989524886,1,2,0,0,0.02,0,0,0,3.0,0.25,0.1224564282529819,0.0,False,0.9006400399565088,6.624008989524886,0.0009990009990009,L_tree,10.0,,,,,,housing
(DIS - RM) <= -4.34,2,73,4.68307712328766,3.243758522497147,6.3057121249789505,1,4,0,0,0.01,0,0,10,5.0,0.1666666666666666,0.0301973834223185,10.0,False,0.4363668259489395,6.3057121249789505,0.0009990009990009,L_symb,,6.3057121249789505,(DIS - RM),<=,-4.34,1.0,housing
(RM - DIS) > 4.34,2,73,4.68307712328766,3.243758522497147,6.3057121249789505,1,2,0,0,0.01,0,0,7,3.0,0.25,0.1224564282529819,7.0,False,0.8787348772049753,6.3057121249789505,0.0009990009990009,L_symb,,6.3057121249789505,(RM - DIS),>,4.34,1.0,housing
(CHAS + TAX) > 666,2,13,9.057135153846204,7.617816553055691,6.249228143129416,1,2,0,0,0.0,0,0,7,3.0,0.25,0.1224564282529819,7.0,False,0.8747903507387601,6.249228143129416,0.0009990009990009,L_symb,,6.249228143129416,(CHAS + TAX),>,666.0,1.0,housing
(RM / DIS) + RM > 9.65,3,74,4.585784216216205,3.1464656154256923,6.158331225514988,1,3,0,0,0.01,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.6119546613029447,6.158331225514988,0.0009990009990009,L_symb,,6.158331225514988,(RM / DIS) + RM,>,9.65,2.0,housing
(AGE / LSTAT) > 9.3,2,73,4.492412712328763,3.05309411153825,5.935069588043143,1,2,0,0,0.1,0,0,7,3.0,0.25,0.1224564282529819,7.0,False,0.8525182831967067,5.935069588043143,0.0009990009990009,L_symb,,5.935069588043143,(AGE / LSTAT),>,9.3,1.0,housing
(LSTAT / AGE) <= 0.11,2,76,4.317931342105258,2.8786127413147446,5.709712398991641,1,3,0,0,0.01,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5892435562266806,5.709712398991641,0.0009990009990009,L_symb,,5.709712398991641,(LSTAT / AGE),<=,0.11,1.0,housing
(CRIM - LSTAT) > -4.04,2,73,4.257546178082192,2.818227577291679,5.478500228000194,1,3,0,0,0.01,0,0,8,4.0,0.2,0.0608100626252179,8.0,False,0.5771896932178907,5.478500228000194,0.0009990009990009,L_symb,,5.478500228000194,(CRIM - LSTAT),>,-4.04,1.0,housing
(LSTAT - CRIM) <= 4.04,2,73,4.257546178082192,2.818227577291679,5.478500228000194,1,3,0,0,0.01,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5771896932178907,5.478500228000194,0.0009990009990009,L_symb,,5.478500228000194,(LSTAT - CRIM),<=,4.04,1.0,housing
(LSTAT / RAD) <= 0.69,2,71,4.293476802816899,2.8541582020263863,5.471815053086673,1,3,0,0,0.01,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5768374260151737,5.471815053086673,0.0009990009990009,L_symb,,5.471815053086673,(LSTAT / RAD),<=,0.6900000000000001,1.0,housing
(RAD / LSTAT) > 1.44,2,73,4.193490616438353,2.7541720156478404,5.353979265996234,1,2,0,0,0.01,0,0,7,3.0,0.25,0.1224564282529819,7.0,False,0.8097093168874993,5.353979265996234,0.0009990009990009,L_symb,,5.353979265996234,(RAD / LSTAT),>,1.44,1.0,housing
(CRIM / LSTAT) > 0.49,2,73,4.161016547945216,2.7216979471547034,5.290851223010182,1,2,0,0,0.01,0,0,7,3.0,0.25,0.1224564282529819,7.0,False,0.8049215757996229,5.290851223010182,0.0009990009990009,L_symb,,5.290851223010182,(CRIM / LSTAT),>,0.49,1.0,housing
(LSTAT / CRIM) <= 2.03,2,73,4.161016547945216,2.7216979471547034,5.290851223010182,1,3,0,0,0.01,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5672186476236128,5.290851223010182,0.0009990009990009,L_symb,,5.290851223010182,(LSTAT / CRIM),<=,2.03,1.0,housing
(RM + DIS) / RM <= 1.29,3,68,4.224009176470589,2.784690575680076,5.224630664632034,1,4,0,0,0.01,0,0,11,5.0,0.1666666666666666,0.0301973834223185,11.0,False,0.3972029398429678,5.224630664632034,0.0009990009990009,L_symb,,5.224630664632034,(RM + DIS) / RM,<=,1.29,2.0,housing
(DIS / RM) <= 0.29,2,68,4.224009176470589,2.784690575680076,5.224630664632034,1,3,0,0,0.01,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5636578021369953,5.224630664632034,0.0009990009990009,L_symb,,5.224630664632034,(DIS / RM),<=,0.29,1.0,housing
(RM - DIS) / RM > 0.71,3,68,4.224009176470589,2.784690575680076,5.224630664632034,1,3,0,0,0.01,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5636578021369953,5.224630664632034,0.0009990009990009,L_symb,,5.224630664632034,(RM - DIS) / RM,>,0.71,2.0,housing
(TAX / LSTAT) > 58.78,2,73,4.1137315205479394,2.6744129197574265,5.19893138109808,1,2,0,0,0.01,0,0,7,3.0,0.25,0.1224564282529819,7.0,False,0.7978988455071315,5.19893138109808,0.0009990009990009,L_symb,,5.19893138109808,(TAX / LSTAT),>,58.78,1.0,housing
(DIS / RAD) <= 0.08,2,64,4.28511843750001,2.845799836709497,5.179866069756327,1,3,0,0,0.01,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5612378997289152,5.179866069756327,0.0009990009990009,L_symb,,5.179866069756327,(DIS / RAD),<=,0.08,1.0,housing
(RM + DIS) / DIS > 4.39,3,74,4.018690283783784,2.5793716829932714,5.048402594870735,1,3,0,0,0.01,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5540701020190516,5.048402594870735,0.0009990009990009,L_symb,,5.048402594870735,(RM + DIS) / DIS,>,4.39,2.0,housing
(RM - DIS) / DIS > 2.39,3,74,4.018690283783784,2.5793716829932714,5.048402594870735,1,3,0,0,0.01,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5540701020190516,5.048402594870735,0.0009990009990009,L_symb,,5.048402594870735,(RM - DIS) / DIS,>,2.39,2.0,housing
(RM / DIS) > 3.39,2,74,4.018690283783784,2.5793716829932714,5.048402594870735,1,2,0,0,0.01,0,0,7,3.0,0.25,0.1224564282529819,7.0,False,0.7862629014209916,5.048402594870735,0.0009990009990009,L_symb,,5.048402594870735,(RM / DIS),>,3.39,1.0,housing
(RM / DIS) - DIS > 1.59,3,72,4.004832750000004,2.565514149209491,4.95296040449167,1,3,0,0,0.01,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5488076460631388,4.95296040449167,0.0009990009990009,L_symb,,4.95296040449167,(RM / DIS) - DIS,>,1.59,2.0,housing
(DIS / CHAS) <= 6.26179e+06,2,73,3.957617136986305,2.5182985361957915,4.895452452416797,1,4,0,0,1e-05,0,0,11,5.0,0.1666666666666666,0.0301973834223185,11.0,False,0.3844864818577623,3.614259236458937,0.0049950049950049,L_symb,,4.895452452416797,(DIS / CHAS),<=,6261792.92,1.0,housing
(DIS - CHAS) <= 1.75,2,72,3.953157805555565,2.5138392047650515,4.853197184001743,1,3,0,0,0.01,0,0,9,4.0,0.2,0.0608100626252179,9.0,False,0.5432524502399207,4.853197184001743,0.0009990009990009,L_symb,,4.853197184001743,(DIS - CHAS),<=,1.75,1.0,housing
DIS > 1.34 AND RM <= 8.28 AND RM <= 6.77 AND DIS > 1.42,4,392,0.7867787474489811,-0.6525398533415319,2.9395054396984426,1,6,0,0,0.04,0,0,0,7.0,0.125,0.0074465830709243,0.0,False,0.1479502329979525,2.903091825071507,0.0009990009990009,L_tree,6.0,,,,,,housing
DIS > 1.34 AND RM <= 8.28 AND RM > 6.77 AND INDUS > 6.66,4,19,4.018949947368379,2.5796313465778664,2.558342230788573,1,5,0,0,0.04,0,0,0,6.0,0.1428571428571428,0.0149955768204777,0.0,False,0.1958668360260674,2.5318806502803173,0.0389610389610389,L_tree,9.0,,,,,,housing
DIS > 1.34 AND RM <= 8.28 AND RM <= 6.77 AND DIS <= 1.42,4,7,4.179332999999999,2.740014399209486,1.6494002604907183,1,7,0,0,0.04,0,0,0,8.0,0.1111111111111111,0.0036978637164829,0.0,False,0.0780977424592166,1.4328265572589542,0.0659340659340659,L_tree,5.0,,,,,,housing
DIS > 1.34 AND RM <= 8.28 AND RM > 6.77 AND INDUS <= 6.66,4,71,1.4202335633802732,-0.0190850374102398,0.0365886498218388,1,6,0,0,0.04,0,0,0,7.0,0.125,0.0074465830709243,0.0,False,0.0165063751426921,0.0365886498218388,0.98001998001998,L_tree,8.0,,,,,,housing
weight > 2155 AND model > 79 AND cylinders > 4,3,14,6.986206285714295,5.912564454056003,7.697194268519074,1,3,0,0,0.0,0,0,0,4.0,0.2,0.0608100626252179,1.0,True,0.684154124088362,7.697194268519074,0.0009990009990009,L_conj,,,,,,,auto-mpg
horsepower > 72 AND model > 79 AND displacement > 163.2,3,11,7.708708090909118,6.635066259250826,7.656568082218864,1,3,0,0,0.1,0,0,0,4.0,0.2,0.0608100626252179,1.0,False,0.6823462351137978,7.656568082218864,0.0009990009990009,L_conj,,,,,,,auto-mpg
acceleration <= 17.76 AND model > 79 AND cylinders > 4,3,10,7.918830800000021,6.845188968341729,7.53143935904883,1,4,0,0,0.01,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.4768959656435963,7.53143935904883,0.0009990009990009,L_conj,,,,,,,auto-mpg
model > 79.5 AND displacement > 212.5,2,6,9.77171466666666,8.698072835008368,7.412952324951673,1,2,0,0,0.2,0,0,0,3.0,0.25,0.1224564282529819,0.0,True,0.9527663220975122,7.412952324951673,0.0009990009990009,L_tree,20.0,,,,,,auto-mpg
model > 80 AND cylinders > 4 AND displacement > 181,3,6,9.759407166666673,8.685765335008382,7.402463230129194,1,3,0,0,0.0,0,0,0,4.0,0.2,0.0608100626252179,1.0,False,0.6709279041782579,7.402463230129194,0.0019980019980019,L_conj,,,,,,,auto-mpg
horsepower > 72 AND model > 79 AND cylinders > 4,3,13,6.953243000000029,5.879601168341737,7.37585016126673,1,3,0,0,0.0,0,0,0,4.0,0.2,0.0608100626252179,1.0,False,0.6697207703370517,7.37585016126673,0.0009990009990009,L_conj,,,,,,,auto-mpg
model > 79.5 AND displacement <= 212.5 AND acceleration <= 13.85,3,9,7.806399111111144,6.732757279452852,7.027595478026122,1,5,0,0,0.21,0,0,0,6.0,0.1428571428571428,0.0149955768204777,0.0,False,0.3246272444727683,7.027595478026122,0.0009990009990009,L_tree,16.0,,,,,,auto-mpg
cylinders > 4 AND model > 78 AND weight <= 3160,3,13,6.6464070769230785,5.572765245264787,6.990930210421178,1,4,0,0,0.0,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.4594646885700337,6.990930210421178,0.0009990009990009,L_conj,,,,,,,auto-mpg
